Date,Open,High,Low,Close,Adj Close,Volume
02-01-2019,50.828499,52.616001,50.7855,52.2925,52.2925,30652000
03-01-2019,52.049999,52.848999,50.703499,50.803001,50.803001,36822000
04-01-2019,51.629501,53.542,51.370899,53.5355,53.5355,41878000
07-01-2019,53.575001,53.700001,52.737999,53.419498,53.419498,39638000
08-01-2019,53.8055,54.228001,53.026501,53.813999,53.813999,35298000
09-01-2019,54.0825,54.1315,53.32,53.733002,53.733002,23986000
10-01-2019,53.382999,53.557499,52.885502,53.516499,53.516499,29128000
11-01-2019,53.159,53.188751,52.424,52.859501,52.859501,30416000
14-01-2019,52.346001,52.5765,52.062752,52.234501,52.234501,22886000
15-01-2019,52.508499,54.002499,52.367001,53.857498,53.857498,29272000
16-01-2019,54,54.618752,53.966999,54.0485,54.0485,26636000
17-01-2019,53.973499,54.59,53.674999,54.494999,54.494999,24854000
18-01-2019,55,55.417599,54.544998,54.912998,54.912998,39112000
22-01-2019,54.400002,54.5755,53.1735,53.526001,53.526001,32270000
23-01-2019,53.8675,54.246498,52.987499,53.7785,53.7785,19340000
24-01-2019,53.824001,53.973751,53.035,53.695,53.695,27226000
25-01-2019,54.25,54.700001,54.091,54.5495,54.5495,22382000
28-01-2019,54.005501,54.150002,53.189999,53.504002,53.504002,25686000
29-01-2019,53.633999,53.7575,52.793251,53.030998,53.030998,20436000
30-01-2019,53.421501,54.549999,53.342499,54.452999,54.452999,25596000
31-01-2019,55.150002,55.866501,54.7705,55.818501,55.818501,30766000
01-02-2019,55.619999,56.25,55.244499,55.537498,55.537498,29244000
04-02-2019,55.632999,56.639999,55.451,56.639999,56.639999,51530000
05-02-2019,56.242001,57.342499,55.8624,57.2995,57.2995,71044000
06-02-2019,56.9785,57.349998,55.6385,55.761501,55.761501,42112000
07-02-2019,55.208,55.242001,54.299999,54.935501,54.935501,40896000
08-02-2019,54.349998,54.945499,54.327499,54.752998,54.752998,21516000
11-02-2019,54.8475,55.297249,54.643002,54.7505,54.7505,21304000
12-02-2019,55.34,56.264751,55.2925,56.068501,56.068501,32182000
13-02-2019,56.2495,56.7365,55.924999,56.007999,56.007999,20996000
14-02-2019,55.9025,56.411499,55.522251,56.0835,56.0835,18952000
15-02-2019,56.504002,56.5835,55.532501,55.682499,55.682499,28996000
19-02-2019,55.5,56.094501,55.5,55.928001,55.928001,20928000
20-02-2019,55.9995,56.170502,55.264,55.689999,55.689999,21756000
21-02-2019,55.542,55.597,54.625999,54.848499,54.848499,28302000
22-02-2019,55.044998,55.562,54.779999,55.518501,55.518501,20990000
25-02-2019,55.799999,55.926998,55.363499,55.470001,55.470001,28262000
26-02-2019,55.287498,55.975498,54.995998,55.7565,55.7565,29426000
27-02-2019,55.3475,55.898998,55.049999,55.802502,55.802502,19368000
28-02-2019,55.564999,56.3825,55.550499,55.995998,55.995998,30850000
01-03-2019,56.244999,57.148499,56.237499,57.0495,57.0495,29006000
04-03-2019,57.349499,57.914001,56.5345,57.389999,57.389999,28920000
05-03-2019,57.502998,58.480499,57.30975,58.101501,58.101501,28864000
06-03-2019,58.1245,58.3783,57.774502,57.893002,57.893002,21986000
07-03-2019,57.785999,57.837749,56.745499,57.165001,57.165001,23332000
08-03-2019,56.336498,57.354,56.165001,57.116001,57.116001,24248000
11-03-2019,57.2225,58.809502,57.2225,58.787998,58.787998,34384000
12-03-2019,58.912998,60,58.912998,59.66,59.66,40262000
13-03-2019,60.032249,60.046501,59.597,59.666,59.666,28718000
14-03-2019,59.725498,59.894001,59.223999,59.2775,59.2775,23456000
15-03-2019,59.668999,59.828499,59.130501,59.223,59.223,49236000
18-03-2019,59.165001,59.5,58.871052,59.213001,59.213001,25852000
19-03-2019,59.440498,60,59.293499,59.942501,59.942501,30414000
20-03-2019,59.8675,61.356998,59.808498,61.198502,61.198502,44548000
21-03-2019,60.799999,61.5895,60.657501,61.577,61.577,24080000
22-03-2019,61.316002,61.5,60.141251,60.275002,60.275002,34284000
25-03-2019,59.8465,60.319901,59.352001,59.650002,59.650002,29936000
26-03-2019,59.926498,60.141499,58.835999,59.230999,59.230999,38024000
27-03-2019,59.275002,59.377949,57.968498,58.651001,58.651001,28004000
28-03-2019,58.577,58.578251,57.97155,58.4245,58.4245,19234000
29-03-2019,58.744999,58.949501,58.144001,58.665501,58.665501,25398000
01-04-2019,59.205002,59.833,59.099998,59.7215,59.7215,25050000
02-04-2019,59.765999,60.067501,59.2855,60.024502,60.024502,16558000
03-04-2019,60.374001,60.814999,60.025002,60.296001,60.296001,20286000
04-04-2019,60.297001,60.783501,60.206501,60.75,60.75,19000000
05-04-2019,60.7495,60.811001,60.251499,60.357498,60.357498,18144000
08-04-2019,60.394501,60.434502,59.993,60.192001,60.192001,17204000
09-04-2019,59.799999,60.114498,59.653999,59.862499,59.862499,17528000
10-04-2019,60.034,60.189251,59.821751,60.108002,60.108002,14492000
11-04-2019,60.198002,60.397999,60.0065,60.230999,60.230999,14204000
12-04-2019,60.5,60.9175,60.405499,60.893501,60.893501,18668000
15-04-2019,60.900002,61.209999,60.455502,61.055,61.055,23748000
16-04-2019,61.25,61.541,61.006001,61.356499,61.356499,17126000
17-04-2019,61.650002,62.028,61.390999,61.817001,61.817001,24438000
18-04-2019,61.959,62.099998,61.730499,61.818501,61.818501,26636000
22-04-2019,61.7995,62.454498,61.415501,62.442001,62.442001,16146000
23-04-2019,62.5345,63.450001,62.319,63.227501,63.227501,26398000
24-04-2019,63.206001,63.400501,62.75,62.799999,62.799999,20376000
25-04-2019,63.238499,63.370399,62.601501,63.172501,63.172501,22146000
26-04-2019,63.450001,63.6535,63.015999,63.609001,63.609001,24828000
29-04-2019,63.700001,64.463501,63.314751,64.378998,64.378998,49988000
30-04-2019,59.25,59.640499,58.75,59.424,59.424,124140000
01-05-2019,59.4025,59.4025,58.359001,58.403999,58.403999,52784000
02-05-2019,58.388,58.709499,57.750099,58.130501,58.130501,38896000
03-05-2019,58.682499,59.34,58.450001,59.27,59.27,39614000
06-05-2019,58.313,59.5425,58.313,59.469501,59.469501,31278000
07-05-2019,59.023499,59.521999,58.051998,58.705002,58.705002,31028000
08-05-2019,58.600498,59.021198,58.286999,58.313499,58.313499,26186000
09-05-2019,57.9515,58.483002,57.5425,58.118999,58.118999,23714000
10-05-2019,58.179501,58.630001,57.125,58.213501,58.213501,26290000
13-05-2019,57.098,57.396999,56.105499,56.601501,56.601501,37212000
14-05-2019,56.8605,57.021,55.977501,56.021999,56.021999,36732000
15-05-2019,55.893501,58.566502,55.833302,58.210499,58.210499,45786000
16-05-2019,58.225498,59.408001,58.141998,58.949001,58.949001,30628000
17-05-2019,58.4235,59.0075,58.0005,58.115002,58.115002,24172000
20-05-2019,57.224998,57.339851,56.572151,56.942501,56.942501,27066000
21-05-2019,57.4245,57.635399,56.896999,57.481499,57.481499,23196000
22-05-2019,57.337502,57.925999,57.294498,57.570999,57.570999,18290000
23-05-2019,57.025002,57.298649,56.461201,57.038502,57.038502,23978000
24-05-2019,57.368,57.488251,56.583,56.6735,56.6735,22240000
28-05-2019,56.700001,57.57935,56.655998,56.7075,56.7075,27300000
29-05-2019,56.375999,56.455002,55.410999,55.823002,55.823002,30764000
30-05-2019,55.777,56.156502,55.605999,55.897499,55.897499,19038000
31-05-2019,55.064499,55.48,55.008999,55.181499,55.181499,30156000
03-06-2019,53.275002,53.275002,51.25,51.811501,51.811501,102612000
04-06-2019,52.145,52.802502,51.684502,52.6525,52.6525,56670000
05-06-2019,52.577,52.677502,51.524502,52.111,52.111,43368000
06-06-2019,52.2495,52.3745,51.685001,52.216999,52.216999,34064000
07-06-2019,52.531502,53.546001,52.419998,53.301998,53.301998,36048000
10-06-2019,53.648998,54.632999,53.6161,54.019001,54.019001,29284000
11-06-2019,54.699001,55.099499,53.88015,53.936001,53.936001,28734000
12-06-2019,53.900002,54.046501,53.376999,53.851501,53.851501,21220000
13-06-2019,54.181999,54.7085,54.0075,54.438499,54.438499,21154000
14-06-2019,54.320999,54.634499,54.008598,54.267502,54.267502,22230000
17-06-2019,54.313999,54.959,54.313999,54.625,54.625,18832000
18-06-2019,55.484501,55.8195,54.949501,55.18,55.18,27734000
19-06-2019,55.279999,55.349998,54.674,55.116501,55.116501,26776000
20-06-2019,55.9995,56.006001,55.237,55.570999,55.570999,25240000
21-06-2019,55.462002,56.205502,55.403999,56.094002,56.094002,38952000
24-06-2019,55.980499,56.099998,55.550499,55.776001,55.776001,27912000
25-06-2019,55.632999,55.717499,54.189999,54.317501,54.317501,30938000
26-06-2019,54.325001,54.648499,53.612,53.990002,53.990002,36218000
27-06-2019,54.200001,54.355,53.7645,53.800499,53.800499,20086000
28-06-2019,53.8195,54.049999,53.668499,54.045502,54.045502,33864000
01-07-2019,54.900002,55.379002,54.68515,54.897499,54.897499,28726000
02-07-2019,55.112,55.588501,54.908501,55.5625,55.5625,19832000
03-07-2019,55.870499,56.338001,55.693001,56.078999,56.078999,15340000
05-07-2019,55.889999,56.644001,55.806999,56.579498,56.579498,25286000
08-07-2019,56.258499,56.299,55.560501,55.817501,55.817501,24728000
09-07-2019,55.59,56.401249,55.358501,56.241501,56.241501,26608000
10-07-2019,56.561001,57.102501,56.5485,57.023998,57.023998,24190000
11-07-2019,57.162498,57.6535,56.979,57.210499,57.210499,23910000
12-07-2019,57.199501,57.367001,56.938999,57.244999,57.244999,17280000
15-07-2019,57.342999,57.541,56.970001,57.516998,57.516998,18076000
16-07-2019,57.299999,57.929001,57.25,57.679001,57.679001,24776000
17-07-2019,57.5485,57.917999,57.288502,57.317501,57.317501,23400000
18-07-2019,57.087002,57.380249,56.636501,57.316502,57.316502,25814000
19-07-2019,57.4095,57.556999,56.480999,56.505001,56.505001,32944000
22-07-2019,56.672501,56.962502,56.212002,56.9035,56.9035,26030000
23-07-2019,57.200001,57.345001,56.59,57.310501,57.310501,21874000
24-07-2019,56.595001,57.200001,56.349499,56.890499,56.890499,31796000
25-07-2019,56.890999,57.084999,56.046001,56.605999,56.605999,44196000
26-07-2019,61.202,63.2775,61.200001,62.5205,62.5205,96116000
29-07-2019,62.052502,62.3685,61.411499,61.970501,61.970501,44474000
30-07-2019,61.2705,61.7435,61.165001,61.257,61.257,29066000
31-07-2019,61.150002,61.700001,60.388199,60.834,60.834,34510000
01-08-2019,60.7015,61.705502,60.285999,60.4505,60.4505,33970000
02-08-2019,60.036999,60.345001,59.446999,59.699501,59.699501,32902000
05-08-2019,58.501999,58.762001,57.007,57.616001,57.616001,51950000
06-08-2019,58.165501,58.998001,58,58.497501,58.497501,34188000
07-08-2019,57.799999,58.922249,57.481201,58.699501,58.699501,28886000
08-08-2019,59.141499,60.2505,58.651001,60.240002,60.240002,29360000
09-08-2019,59.899502,60.194,59.180149,59.400501,59.400501,21314000
12-08-2019,58.960499,59.248001,58.383598,58.7355,58.7355,20060000
13-08-2019,58.573002,60.238998,58.573002,59.863499,59.863499,25888000
14-08-2019,58.815498,59.115002,58.027,58.2145,58.2145,31574000
15-08-2019,58.174999,58.792,58.105499,58.362999,58.362999,24374000
16-08-2019,58.977501,59.136002,58.5905,58.880001,58.880001,26266000
19-08-2019,59.504501,60.349499,59.504501,59.922501,59.922501,24632000
20-08-2019,59.762501,59.803001,59.105499,59.134499,59.134499,18310000
21-08-2019,59.657501,59.950001,59.371498,59.5625,59.5625,14814000
22-08-2019,59.703499,59.9006,58.929001,59.476501,59.476501,18950000
23-08-2019,59.099499,59.703999,57.387501,57.564499,57.564499,33740000
26-08-2019,57.862999,58.473499,57.647999,58.4445,58.4445,24522000
27-08-2019,59.026501,59.119999,58.072498,58.391998,58.391998,21544000
28-08-2019,58.085499,58.820999,57.865002,58.550999,58.550999,16040000
29-08-2019,59.056,59.803001,59.056,59.642502,59.642502,21768000
30-08-2019,59.924999,59.924999,59.190151,59.404999,59.404999,22596000
03-09-2019,58.851501,59.344501,58.16,58.419498,58.419498,29598000
04-09-2019,58.835499,59.174,58.549999,59.070499,59.070499,21378000
05-09-2019,59.5765,60.652,59.5765,60.569,60.569,28162000
06-09-2019,60.406502,60.60075,60.126099,60.246498,60.246498,21442000
09-09-2019,60.200001,61,59.631001,60.220501,60.220501,29438000
10-09-2019,59.7575,60.5,59.729,60.299999,60.299999,25202000
11-09-2019,60.170502,61.130001,60.110001,61.008499,61.008499,26140000
12-09-2019,61.215,62.092999,61.151001,61.712502,61.712502,34518000
13-09-2019,61.567501,62.043999,61.350498,61.978001,61.978001,26028000
16-09-2019,61.476002,61.978001,61.280499,61.564999,61.564999,21066000
17-09-2019,61.52,61.75,61.184502,61.4575,61.4575,19102000
18-09-2019,61.3755,61.780499,60.8265,61.620499,61.620499,22702000
19-09-2019,61.603001,62.222,61.601002,61.935501,61.935501,19920000
20-09-2019,61.655998,62.166,61.153999,61.496498,61.496498,45400000
