Date,Open,High,Low,Close,Adj Close,Volume
23-09-2019,61.299999,61.954498,61.2085,61.7015,61.7015,21248000
24-09-2019,62,62.337002,60.534,60.938,60.938,31664000
25-09-2019,60.791,62.415001,60.504501,62.326,62.326,29060000
26-09-2019,62.098,62.25,61.6134,62.0695,62.0695,30760000
27-09-2019,62.150501,62.201,60.7225,61.254501,61.254501,27078000
30-09-2019,61.0485,61.299999,60.615002,60.950001,60.950001,28082000
01-10-2019,60.950001,61.561501,60.179001,60.255001,60.255001,25470000
02-10-2019,59.848999,59.848999,58.564499,58.831501,58.831501,32302000
03-10-2019,59,59.452999,58.121498,59.391499,59.391499,32424000
04-10-2019,59.594501,60.571999,59.4585,60.450001,60.450001,23248000
07-10-2019,60.220001,60.910198,60.1875,60.383999,60.383999,16858000
08-10-2019,59.879501,60.304001,59.4505,59.456501,59.456501,20786000
09-10-2019,59.967499,60.4175,59.8815,60.115501,60.115501,17354000
10-10-2019,59.929001,60.75,59.867001,60.433498,60.433498,16932000
11-10-2019,61.1105,61.419498,60.687,60.772499,60.772499,25454000
14-10-2019,60.617001,61.316502,60.588001,60.856998,60.856998,17350000
15-10-2019,61.02,62.366501,61.02,62.150501,62.150501,27634000
16-10-2019,62.058498,62.737,61.922501,62.181999,62.181999,21892000
17-10-2019,62.546501,63.166248,62.497002,62.6535,62.6535,19048000
18-10-2019,62.673,62.9445,62.054001,62.274502,62.274502,27056000
21-10-2019,62.612999,62.731449,62.029999,62.307499,62.307499,20544000
22-10-2019,62.392502,62.529999,62.069,62.139999,62.139999,20476000
23-10-2019,62.118,62.994499,62.118,62.956501,62.956501,18230000
24-10-2019,63.044998,63.200001,62.685749,63.0495,63.0495,20562000
25-10-2019,62.551498,63.48,62.5005,63.2565,63.2565,24262000
28-10-2019,63.772499,64.9655,63.626999,64.5,64.5,52264000
29-10-2019,63.811501,64.079498,62.8606,63.131001,63.131001,37728000
30-10-2019,62.648499,63.467999,62.599998,63.064499,63.064499,28178000
31-10-2019,63.063999,63.383499,62.542149,63.005501,63.005501,29114000
01-11-2019,63.25,63.730999,63.025002,63.687,63.687,33402000
04-11-2019,63.822498,64.706497,63.817749,64.568497,64.568497,30020000
05-11-2019,64.644501,64.946503,64.561447,64.601501,64.601501,25654000
06-11-2019,64.473,64.686501,64.125,64.589996,64.589996,23060000
07-11-2019,64.713997,66.186996,64.71225,65.443001,65.443001,40600000
08-11-2019,65.264,65.900002,65.218246,65.568497,65.568497,25028000
11-11-2019,65.158997,65.321251,64.870499,64.959503,64.959503,20238000
12-11-2019,65,65.5,64.788498,64.940002,64.940002,21718000
13-11-2019,64.703499,65.214996,64.675499,64.900002,64.900002,16534000
14-11-2019,64.875,65.849998,64.782501,65.572998,65.572998,23870000
15-11-2019,65.946999,66.744003,65.713997,66.7435,66.7435,35652000
18-11-2019,66.611,66.776451,65.875,66.035004,66.035004,29748000
19-11-2019,66.385002,66.385002,65.639999,65.773003,65.773003,25384000
20-11-2019,65.586998,65.75,64.557503,65.152496,65.152496,26172000
21-11-2019,65.073997,65.629501,64.650002,65.067497,65.067497,19910000
22-11-2019,65.280998,65.436501,64.570503,64.766998,64.766998,27714000
25-11-2019,64.959,65.565498,64.906502,65.334503,65.334503,20724000
26-11-2019,65.492996,65.739998,65.254501,65.677498,65.677498,21394000
27-11-2019,65.75,65.917999,65.481499,65.649498,65.649498,19912000
29-11-2019,65.356003,65.510246,65.198502,65.248001,65.248001,11740000
02-12-2019,65.050003,65.291496,64.050003,64.496002,64.496002,30218000
03-12-2019,63.9785,64.92305,63.950001,64.764,64.764,22876000
04-12-2019,65.350502,66.290001,65.2435,66.027,66.027,30750000
05-12-2019,66.400002,66.467903,65.821999,66.406502,66.406502,24254000
06-12-2019,66.671997,67.199997,66.671997,67.030998,67.030998,26296000
09-12-2019,66.902,67.972504,66.891998,67.178001,67.178001,27086000
10-12-2019,67.074997,67.498749,66.802002,67.233002,67.233002,21882000
11-12-2019,67.542,67.559998,67.133499,67.250999,67.250999,17008000
12-12-2019,67.296997,67.78875,67.025002,67.513496,67.513496,25620000
13-12-2019,67.397499,67.654648,67.193497,67.391502,67.391502,30992000
16-12-2019,67.824997,68.234001,67.633499,68.058502,68.058502,27946000
17-12-2019,68.144501,68.25,67.566147,67.755997,67.755997,37080000
18-12-2019,67.830002,68.023499,67.550003,67.630997,67.630997,30452000
19-12-2019,67.591003,67.904999,67.449249,67.802002,67.802002,29398000
20-12-2019,68.167503,68.181999,67.449997,67.4795,67.4795,66300000
23-12-2019,67.793503,67.989998,67.3255,67.442001,67.442001,17662000
24-12-2019,67.425003,67.513,67.139,67.178001,67.178001,6950000
26-12-2019,67.308502,68.066353,67.223503,68.019997,68.019997,13350000
27-12-2019,68.149498,68.226501,67.4655,67.594498,67.594498,20768000
30-12-2019,67.5,67.650002,66.700996,66.806999,66.806999,21018000
31-12-2019,66.505501,66.900002,66.454247,66.850998,66.850998,19236000
02-01-2020,67.077499,68.406998,67.077499,68.3685,68.3685,28132000
03-01-2020,67.392998,68.625,67.277199,68.032997,68.032997,23728000
06-01-2020,67.5,69.824997,67.5,69.710503,69.710503,34646000
07-01-2020,69.897003,70.149498,69.518997,69.667,69.667,30054000
08-01-2020,69.603996,70.579002,69.542,70.216003,70.216003,30560000
09-01-2020,71.028503,71.366501,70.513496,70.991501,70.991501,30018000
10-01-2020,71.377998,71.746452,70.917503,71.486504,71.486504,36414000
13-01-2020,71.806503,72.026001,71.301003,71.961502,71.961502,33046000
14-01-2020,71.9505,72.089996,71.418503,71.543999,71.543999,31178000
15-01-2020,71.510498,72.069748,71.510498,71.959999,71.959999,25654000
16-01-2020,72.372002,72.599503,72.045998,72.584999,72.584999,23474000
17-01-2020,73.1455,74.064751,72.911003,74.019501,74.019501,47924000
21-01-2020,73.956001,74.592499,73.559998,74.220001,74.220001,40734000
22-01-2020,74.550003,75.160698,74.246498,74.297501,74.297501,32216000
23-01-2020,74.382004,74.776001,74.105003,74.332497,74.332497,27024000
24-01-2020,74.679497,74.77475,73.262497,73.335503,73.335503,35692000
27-01-2020,71.550003,71.903503,71.059998,71.695,71.695,35104000
28-01-2020,72.150002,72.800003,71.623497,72.627998,72.627998,31548000
29-01-2020,72.940002,73.2715,72.336998,72.931503,72.931503,21554000
30-01-2020,71.998001,72.863998,71.82,72.792,72.792,26788000
31-01-2020,73.445,73.5065,71.426498,71.711502,71.711502,48344000
03-02-2020,73.099998,74.5,72.949501,74.296997,74.296997,60736000
04-02-2020,72.8535,73.474998,71.315002,72.3535,72.3535,78660000
05-02-2020,73.121002,73.192001,71.528,72.411499,72.411499,39724000
06-02-2020,72.516502,74.099998,72.4785,73.811501,73.811501,33588000
07-02-2020,73.364998,74.292,73.317497,73.961502,73.961502,23446000
10-02-2020,73.716003,75.474998,73.716003,75.433998,75.433998,28398000
11-02-2020,75.5905,76.481499,75.281898,75.439499,75.439499,26892000
12-02-2020,75.723999,76.034752,75.405502,75.913498,75.913498,23352000
13-02-2020,75.634499,76.359001,75.230003,75.733002,75.733002,18590000
14-02-2020,75.779999,76.037003,75.366997,76.037003,76.037003,23956000
18-02-2020,75.75,76.581497,75.629501,75.983498,75.983498,22414000
19-02-2020,76.253502,76.605301,76.07,76.334503,76.334503,18986000
20-02-2020,76.099998,76.482002,75.341003,75.907501,75.907501,21932000
21-02-2020,75.401497,75.610748,74.022003,74.255501,74.255501,34634000
24-02-2020,71.305496,71.848503,70.569504,71.079498,71.079498,57342000
25-02-2020,71.650002,71.906998,69.120003,69.422501,69.422501,49566000
26-02-2020,69.806999,70.785004,68.949997,69.658997,69.658997,44048000
27-02-2020,68.102997,68.585197,65.858498,65.904503,65.904503,59566000
28-02-2020,63.875,67.056999,63.549999,66.966499,66.966499,75782000
02-03-2020,67.580498,69.543503,66.340752,69.455498,69.455498,48630000
03-03-2020,69.971001,70.5075,66.599998,67.069504,67.069504,48046000
04-03-2020,67.961502,69.404503,67.155502,69.325996,69.325996,38266000
05-03-2020,67.510002,67.945503,65.254997,65.952003,65.952003,51226000
06-03-2020,63.853001,65.310997,63.052502,64.920502,64.920502,53212000
09-03-2020,60.264999,62.737999,60,60.778,60.778,67308000
10-03-2020,63,64.057503,60.938499,64.019501,64.019501,52228000
11-03-2020,62.485001,63.048,59.803501,60.7705,60.7705,52170000
12-03-2020,56.299999,59.693501,55.665001,55.745499,55.745499,84534000
13-03-2020,58.950001,60.987999,55.857151,60.9865,60.9865,74002000
16-03-2020,54.799999,57.61335,53.722,54.216499,54.216499,85048000
17-03-2020,54.655499,56.542999,52.800499,55.990002,55.990002,77230000
18-03-2020,52.8255,55.325001,51.863998,54.84,54.84,84668000
19-03-2020,54.6525,57.898499,53.005402,55.7645,55.7645,73022000
20-03-2020,56.785999,57.199501,53.274502,53.616001,53.616001,72036000
23-03-2020,53.066002,53.566002,50.6768,52.831001,52.831001,80882000
24-03-2020,55.188499,56.75,54.530998,56.723,56.723,66890000
25-03-2020,56.323502,57.445,54.300499,55.1245,55.1245,81630000
26-03-2020,55.59,58.498501,54.676498,58.087502,58.087502,71434000
27-03-2020,56.283501,57.533501,55.295502,55.5355,55.5355,64170000
30-03-2020,56.251999,57.581501,54.824001,57.341,57.341,51482000
31-03-2020,57.365002,58.765499,56.907001,58.140499,58.140499,49728000
01-04-2020,56.099998,56.484501,54.872501,55.280998,55.280998,46884000
02-04-2020,54.912998,56.342999,54.82,56.042,56.042,39298000
03-04-2020,55.950748,56.176998,53.990501,54.894001,54.894001,46268000
06-04-2020,56.900002,59.733002,56.547001,59.346001,59.346001,53294000
07-04-2020,61.049999,61.25,59.1115,59.3255,59.3255,47746000
08-04-2020,60.325001,60.953499,59.408001,60.514,60.514,39502000
09-04-2020,61.203999,61.2785,59.83675,60.572498,60.572498,43508000
13-04-2020,60.459,61.025501,59.379902,60.877998,60.877998,34796000
14-04-2020,62.254501,64.1035,61.8465,63.461498,63.461498,49408000
15-04-2020,62.280499,64.023003,62.02,63.123501,63.123501,33434000
16-04-2020,63.705002,63.950001,62.131001,63.1735,63.1735,50362000
17-04-2020,64.2425,64.721497,63.561501,64.162498,64.162498,38980000
20-04-2020,63.549999,64.080002,63.068501,63.330502,63.330502,33910000
21-04-2020,62.349998,62.713501,60.4855,60.817001,60.817001,43060000
22-04-2020,62.277,64.280647,62.099998,63.1605,63.1605,41848000
23-04-2020,63.577499,64.665497,63.283501,63.815498,63.815498,31324000
24-04-2020,63.058498,64.019997,62.4725,63.9655,63.9655,32792000
27-04-2020,64.800003,64.807503,63.450001,63.793999,63.793999,32012000
28-04-2020,64.3965,64.402496,61.610001,61.683498,61.683498,59026000
29-04-2020,67.072998,67.999496,66.266998,67.073997,67.073997,75872000
30-04-2020,66.244003,67.640999,66.124496,67.432999,67.432999,53378000
01-05-2020,66.425003,67.6035,65.550003,66.030502,66.030502,41450000
04-05-2020,65.411499,66.383003,64.949997,66.339996,66.339996,30080000
05-05-2020,66.896004,68.696999,66.873001,67.555496,67.555496,33030000
06-05-2020,68.084503,68.556,67.364502,67.364998,67.364998,24308000
07-05-2020,68.296997,68.879997,67.763496,68.627998,68.627998,27952000
08-05-2020,69.156502,69.938004,68.774002,69.418503,69.418503,27738000
11-05-2020,68.914001,70.8265,68.857597,70.163002,70.163002,28242000
12-05-2020,70.356003,70.75,68.738503,68.787003,68.787003,27812000
13-05-2020,68.852501,69.274101,66.419998,67.466499,67.466499,36252000
14-05-2020,66.750999,67.871002,66.195503,67.806503,67.806503,32062000
15-05-2020,67.5,68.723999,66.949997,68.6595,68.6595,34154000
18-05-2020,68.087502,69.616249,67.712502,69.196999,69.196999,36448000
19-05-2020,69.349854,69.599998,68.674248,68.674248,68.674248,25612000
20-05-2020,69.478996,70.521004,69.362503,70.335999,70.335999,33108000
21-05-2020,70.400002,70.774498,69.672501,70.139999,70.139999,27700000
22-05-2020,69.835503,70.638,69.591499,70.521004,70.521004,26188000
26-05-2020,71.863503,72.050003,70.606499,70.850998,70.850998,41212000
27-05-2020,70.862503,71.086998,69.564499,70.891998,70.891998,33716000
28-05-2020,69.843002,72.042,69.800003,70.836502,70.836502,33844000
29-05-2020,70.847,71.628502,70.667503,71.445999,71.445999,36418000
01-06-2020,70.919502,71.898003,70.900002,71.591003,71.591003,24342000
02-06-2020,71.527496,71.980499,70.941498,71.960999,71.960999,25562000
03-06-2020,71.915001,72.327599,71.488853,71.819,71.819,25124000
04-06-2020,71.519997,71.947998,70.236504,70.609001,70.609001,29686000
05-06-2020,70.658501,72.252502,70.300003,71.919502,71.919502,34698000
08-06-2020,71.116997,72.399498,71.116997,72.330498,72.330498,28084000
09-06-2020,72.267998,73.400002,72.1605,72.807999,72.807999,28184000
10-06-2020,72.976997,73.712952,72.813499,73.292503,73.292503,30504000
11-06-2020,72.124001,72.723747,70.099998,70.192001,70.192001,39826000
12-06-2020,71.4245,71.849998,69.301003,70.658997,70.658997,38928000
15-06-2020,69.540001,71.239998,69.396004,70.9925,70.9925,30078000
16-06-2020,72.261002,72.750999,71.294998,72.136002,72.136002,34184000
17-06-2020,72.358002,73,71.569,72.556,72.556,30992000
18-06-2020,72.458,72.570503,71.350502,71.797997,71.797997,31638000
19-06-2020,72.199997,72.389999,71.067497,71.585999,71.585999,63158000
22-06-2020,71.449997,72.637497,71.1605,72.593002,72.593002,30848000
23-06-2020,72.781998,73.79705,72.262001,73.220497,73.220497,28596000
24-06-2020,73.0755,73.771004,71.487503,71.598503,71.598503,35120000
25-06-2020,71.495003,72.144997,71,72.066498,72.066498,24610000
26-06-2020,71.569504,71.672501,67.599503,67.995003,67.995003,85354000
29-06-2020,67.908997,69.779999,67.350502,69.748497,69.748497,36204000
30-06-2020,69.522003,70.932503,69.197998,70.680496,70.680496,40848000
01-07-2020,70.555,72.150002,70.490997,71.902,71.902,35504000
02-07-2020,72.347,74.147499,72.320999,73.235001,73.235001,37182000
06-07-2020,74.002998,75.329498,73.642998,74.785004,74.785004,31280000
07-07-2020,74.5,75.839996,74.177498,74.259003,74.259003,29164000
08-07-2020,74.716003,75.293999,74.281502,74.800003,74.800003,24994000
09-07-2020,75.322502,76.136002,74.404251,75.5495,75.5495,28466000
10-07-2020,75.307503,77.191498,74.827003,77.086998,77.086998,37126000
13-07-2020,77.5,78.856598,75.262154,75.567001,75.567001,36928000
14-07-2020,74.515503,76.147499,74.175003,76.028999,76.028999,31700000
15-07-2020,76.156502,76.766502,74.900002,75.681999,75.681999,32214000
16-07-2020,75,75.934502,74.315498,75.900002,75.900002,30386000
17-07-2020,76.081001,76.171997,74.920998,75.777496,75.777496,29134000
20-07-2020,75.763,78.514503,75.18,78.286003,78.286003,31146000
21-07-2020,79.349503,79.349503,77.713997,77.920998,77.920998,24324000
22-07-2020,78.025002,78.5,77.305,78.4245,78.4245,18640000
23-07-2020,78.348503,78.593498,75.369598,75.783997,75.783997,32552000
24-07-2020,74.946503,75.881798,74.419998,75.593498,75.593498,30880000
